(	TREANDA.xml:S1:11369:1	O	O
2	TREANDA.xml:S1:11370:1	O	O
)	TREANDA.xml:S1:11371:1	O	O

Chest	TREANDA.xml:S1:11391:5	B-AdverseReaction	B-AdverseReaction
pain	TREANDA.xml:S1:11397:4	I-AdverseReaction	I-AdverseReaction
11	TREANDA.xml:S1:11457:2	O	O
(	TREANDA.xml:S1:11460:1	O	O
6	TREANDA.xml:S1:11461:1	O	O
)	TREANDA.xml:S1:11462:1	O	O
1	TREANDA.xml:S1:11475:1	O	O
(	TREANDA.xml:S1:11477:1	O	O
1	TREANDA.xml:S1:11479:1	O	O
)	TREANDA.xml:S1:11480:1	O	O

Infusion	TREANDA.xml:S1:11499:8	B-AdverseReaction	B-AdverseReaction
site	TREANDA.xml:S1:11508:4	I-AdverseReaction	I-AdverseReaction
pain	TREANDA.xml:S1:11513:4	I-AdverseReaction	I-AdverseReaction
11	TREANDA.xml:S1:11565:2	O	O
(	TREANDA.xml:S1:11568:1	O	O
6	TREANDA.xml:S1:11569:1	O	O
)	TREANDA.xml:S1:11570:1	O	O
0	TREANDA.xml:S1:11583:1	O	O

Pain	TREANDA.xml:S1:11607:4	B-AdverseReaction	B-AdverseReaction
10	TREANDA.xml:S1:11673:2	O	O
(	TREANDA.xml:S1:11676:1	O	O
6	TREANDA.xml:S1:11677:1	O	O
)	TREANDA.xml:S1:11678:1	O	O
0	TREANDA.xml:S1:11691:1	O	O

Catheter	TREANDA.xml:S1:11715:8	B-AdverseReaction	B-AdverseReaction
site	TREANDA.xml:S1:11724:4	I-AdverseReaction	I-AdverseReaction
pain	TREANDA.xml:S1:11729:4	I-AdverseReaction	I-AdverseReaction
8	TREANDA.xml:S1:11781:1	O	O
(	TREANDA.xml:S1:11783:1	O	O
5	TREANDA.xml:S1:11784:1	O	O
)	TREANDA.xml:S1:11785:1	O	O
0	TREANDA.xml:S1:11799:1	O	O

Infections	TREANDA.xml:S1:11819:10	O	O
and	TREANDA.xml:S1:11830:3	O	O
infestations	TREANDA.xml:S1:11834:12	O	O

Herpes	TREANDA.xml:S1:11896:6	B-AdverseReaction	B-AdverseReaction
zoster	TREANDA.xml:S1:11903:6	I-AdverseReaction	I-AdverseReaction
18	TREANDA.xml:S1:11962:2	O	O
(	TREANDA.xml:S1:11965:1	O	O
10	TREANDA.xml:S1:11966:2	O	O
)	TREANDA.xml:S1:11968:1	O	O
5	TREANDA.xml:S1:11980:1	O	O
(	TREANDA.xml:S1:11982:1	O	O
3	TREANDA.xml:S1:11983:1	O	O
)	TREANDA.xml:S1:11984:1	O	O

Upper	TREANDA.xml:S1:12004:5	B-AdverseReaction	B-AdverseReaction
respiratory	TREANDA.xml:S1:12010:11	I-AdverseReaction	I-AdverseReaction
tract	TREANDA.xml:S1:12022:5	I-AdverseReaction	I-AdverseReaction
infection	TREANDA.xml:S1:12028:9	I-AdverseReaction	I-AdverseReaction
18	TREANDA.xml:S1:12070:2	O	O
(	TREANDA.xml:S1:12073:1	O	O
10	TREANDA.xml:S1:12074:2	O	O
)	TREANDA.xml:S1:12076:1	O	O
0	TREANDA.xml:S1:12088:1	O	O

Urinary	TREANDA.xml:S1:12112:7	B-AdverseReaction	B-AdverseReaction
tract	TREANDA.xml:S1:12120:5	I-AdverseReaction	I-AdverseReaction
infection	TREANDA.xml:S1:12126:9	I-AdverseReaction	I-AdverseReaction
17	TREANDA.xml:S1:12178:2	O	O
(	TREANDA.xml:S1:12181:1	O	O
10	TREANDA.xml:S1:12182:2	O	O
)	TREANDA.xml:S1:12184:1	O	O
4	TREANDA.xml:S1:12196:1	O	O
(	TREANDA.xml:S1:12198:1	O	O
2	TREANDA.xml:S1:12199:1	O	O
)	TREANDA.xml:S1:12200:1	O	O

Sinusitis	TREANDA.xml:S1:12220:9	B-AdverseReaction	B-AdverseReaction
15	TREANDA.xml:S1:12286:2	O	O
(	TREANDA.xml:S1:12289:1	O	O
9	TREANDA.xml:S1:12290:1	O	O
)	TREANDA.xml:S1:12291:1	O	O
0	TREANDA.xml:S1:12304:1	O	O

Pneumonia	TREANDA.xml:S1:12328:9	B-AdverseReaction	B-AdverseReaction
14	TREANDA.xml:S1:12394:2	O	O
(	TREANDA.xml:S1:12397:1	O	O
8	TREANDA.xml:S1:12398:1	O	O
)	TREANDA.xml:S1:12399:1	O	O
9	TREANDA.xml:S1:12412:1	O	O
(	TREANDA.xml:S1:12414:1	O	O
5	TREANDA.xml:S1:12415:1	O	O
)	TREANDA.xml:S1:12416:1	O	O

Febrile	TREANDA.xml:S1:12436:7	B-AdverseReaction	B-AdverseReaction
neutropenia	TREANDA.xml:S1:12444:11	I-AdverseReaction	I-AdverseReaction
11	TREANDA.xml:S1:12502:2	O	O
(	TREANDA.xml:S1:12505:1	O	O
6	TREANDA.xml:S1:12506:1	O	O
)	TREANDA.xml:S1:12507:1	O	O
11	TREANDA.xml:S1:12520:2	O	O
(	TREANDA.xml:S1:12523:1	O	O
6	TREANDA.xml:S1:12524:1	O	O
)	TREANDA.xml:S1:12525:1	O	O

Oral	TREANDA.xml:S1:12544:4	B-AdverseReaction	B-AdverseReaction
candidiasis	TREANDA.xml:S1:12549:11	I-AdverseReaction	I-AdverseReaction
11	TREANDA.xml:S1:12610:2	O	O
(	TREANDA.xml:S1:12613:1	O	O
6	TREANDA.xml:S1:12614:1	O	O
)	TREANDA.xml:S1:12615:1	O	O
2	TREANDA.xml:S1:12628:1	O	O
(	TREANDA.xml:S1:12630:1	O	O
1	TREANDA.xml:S1:12631:1	O	O
)	TREANDA.xml:S1:12632:1	O	O

Nasopharyngitis	TREANDA.xml:S1:12652:15	B-AdverseReaction	B-AdverseReaction
11	TREANDA.xml:S1:12718:2	O	O
(	TREANDA.xml:S1:12721:1	O	O
6	TREANDA.xml:S1:12722:1	O	O
)	TREANDA.xml:S1:12723:1	O	O
0	TREANDA.xml:S1:12736:1	O	O

Investigations	TREANDA.xml:S1:12756:14	O	O

Weight	TREANDA.xml:S1:12833:6	B-AdverseReaction	B-AdverseReaction
decreased	TREANDA.xml:S1:12840:9	I-AdverseReaction	I-AdverseReaction
31	TREANDA.xml:S1:12899:2	O	O
(	TREANDA.xml:S1:12902:1	O	O
18	TREANDA.xml:S1:12903:2	O	O
)	TREANDA.xml:S1:12905:1	O	O
3	TREANDA.xml:S1:12917:1	O	O
(	TREANDA.xml:S1:12919:1	O	O
2	TREANDA.xml:S1:12920:1	O	O
)	TREANDA.xml:S1:12921:1	O	O

Metabolism	TREANDA.xml:S1:12937:10	O	O
and	TREANDA.xml:S1:12948:3	O	O
nutrition	TREANDA.xml:S1:12952:9	O	O
disorders	TREANDA.xml:S1:12962:9	O	O

Anorexia	TREANDA.xml:S1:13014:8	B-AdverseReaction	B-AdverseReaction
40	TREANDA.xml:S1:13080:2	O	O
(	TREANDA.xml:S1:13083:1	O	O
23	TREANDA.xml:S1:13084:2	O	O
)	TREANDA.xml:S1:13086:1	O	O
3	TREANDA.xml:S1:13098:1	O	O
(	TREANDA.xml:S1:13100:1	O	O
2	TREANDA.xml:S1:13101:1	O	O
)	TREANDA.xml:S1:13102:1	O	O

Dehydration	TREANDA.xml:S1:13122:11	B-AdverseReaction	B-AdverseReaction
24	TREANDA.xml:S1:13188:2	O	O
(	TREANDA.xml:S1:13191:1	O	O
14	TREANDA.xml:S1:13192:2	O	O
)	TREANDA.xml:S1:13194:1	O	O
8	TREANDA.xml:S1:13206:1	O	O
(	TREANDA.xml:S1:13208:1	O	O
5	TREANDA.xml:S1:13209:1	O	O
)	TREANDA.xml:S1:13210:1	O	O

Decreased	TREANDA.xml:S1:13230:9	B-AdverseReaction	B-AdverseReaction
appetite	TREANDA.xml:S1:13240:8	I-AdverseReaction	I-AdverseReaction
22	TREANDA.xml:S1:13296:2	O	O
(	TREANDA.xml:S1:13299:1	O	O
13	TREANDA.xml:S1:13300:2	O	O
)	TREANDA.xml:S1:13302:1	O	O
1	TREANDA.xml:S1:13314:1	O	O
(	TREANDA.xml:S1:13316:1	O	O
1	TREANDA.xml:S1:13318:1	O	O
)	TREANDA.xml:S1:13319:1	O	O

Hypokalemia	TREANDA.xml:S1:13338:11	B-AdverseReaction	B-AdverseReaction
15	TREANDA.xml:S1:13404:2	O	O
(	TREANDA.xml:S1:13407:1	O	O
9	TREANDA.xml:S1:13408:1	O	O
)	TREANDA.xml:S1:13409:1	O	O
9	TREANDA.xml:S1:13422:1	O	O
(	TREANDA.xml:S1:13424:1	O	O
5	TREANDA.xml:S1:13425:1	O	O
)	TREANDA.xml:S1:13426:1	O	O

Musculoskeletal	TREANDA.xml:S1:13442:15	O	O
and	TREANDA.xml:S1:13458:3	O	O
connective	TREANDA.xml:S1:13462:10	O	O
tissue	TREANDA.xml:S1:13473:6	O	O
disorders	TREANDA.xml:S1:13480:9	O	O

Back	TREANDA.xml:S1:13519:4	B-AdverseReaction	B-AdverseReaction
pain	TREANDA.xml:S1:13524:4	I-AdverseReaction	I-AdverseReaction
25	TREANDA.xml:S1:13585:2	O	O
(	TREANDA.xml:S1:13588:1	O	O
14	TREANDA.xml:S1:13589:2	O	O
)	TREANDA.xml:S1:13591:1	O	O
5	TREANDA.xml:S1:13603:1	O	O
(	TREANDA.xml:S1:13605:1	O	O
3	TREANDA.xml:S1:13606:1	O	O
)	TREANDA.xml:S1:13607:1	O	O

Arthralgia	TREANDA.xml:S1:13627:10	B-AdverseReaction	B-AdverseReaction
11	TREANDA.xml:S1:13693:2	O	O
(	TREANDA.xml:S1:13696:1	O	O
6	TREANDA.xml:S1:13697:1	O	O
)	TREANDA.xml:S1:13698:1	O	O
0	TREANDA.xml:S1:13711:1	O	O

Pain	TREANDA.xml:S1:13735:4	B-AdverseReaction	B-AdverseReaction
in	TREANDA.xml:S1:13740:2	I-AdverseReaction	I-AdverseReaction
extremity	TREANDA.xml:S1:13743:9	I-AdverseReaction	I-AdverseReaction
8	TREANDA.xml:S1:13801:1	O	O
(	TREANDA.xml:S1:13803:1	O	O
5	TREANDA.xml:S1:13804:1	O	O
)	TREANDA.xml:S1:13805:1	O	O
2	TREANDA.xml:S1:13819:1	O	O
(	TREANDA.xml:S1:13821:1	O	O
1	TREANDA.xml:S1:13822:1	O	O
)	TREANDA.xml:S1:13823:1	O	O

Bone	TREANDA.xml:S1:13843:4	B-AdverseReaction	B-AdverseReaction
pain	TREANDA.xml:S1:13848:4	I-AdverseReaction	I-AdverseReaction
8	TREANDA.xml:S1:13909:1	O	O
(	TREANDA.xml:S1:13911:1	O	O
5	TREANDA.xml:S1:13912:1	O	O
)	TREANDA.xml:S1:13913:1	O	O
0	TREANDA.xml:S1:13927:1	O	O

Nervous	TREANDA.xml:S1:13947:7	O	O
system	TREANDA.xml:S1:13955:6	O	O
disorders	TREANDA.xml:S1:13962:9	O	O

Headache	TREANDA.xml:S1:14024:8	B-AdverseReaction	B-AdverseReaction
36	TREANDA.xml:S1:14090:2	O	O
(	TREANDA.xml:S1:14093:1	O	O
21	TREANDA.xml:S1:14094:2	O	O
)	TREANDA.xml:S1:14096:1	O	O
0	TREANDA.xml:S1:14108:1	O	O

Dizziness	TREANDA.xml:S1:14132:9	B-AdverseReaction	B-AdverseReaction
25	TREANDA.xml:S1:14198:2	O	O
(	TREANDA.xml:S1:14201:1	O	O
14	TREANDA.xml:S1:14202:2	O	O
)	TREANDA.xml:S1:14204:1	O	O
0	TREANDA.xml:S1:14216:1	O	O

Dysgeusia	TREANDA.xml:S1:14240:9	B-AdverseReaction	B-AdverseReaction
13	TREANDA.xml:S1:14306:2	O	O
(	TREANDA.xml:S1:14309:1	O	O
7	TREANDA.xml:S1:14310:1	O	O
)	TREANDA.xml:S1:14311:1	O	O
0	TREANDA.xml:S1:14324:1	O	O

Psychiatric	TREANDA.xml:S1:14344:11	O	O
disorders	TREANDA.xml:S1:14356:9	O	O

Insomnia	TREANDA.xml:S1:14421:8	B-AdverseReaction	B-AdverseReaction
23	TREANDA.xml:S1:14487:2	O	O
(	TREANDA.xml:S1:14490:1	O	O
13	TREANDA.xml:S1:14491:2	O	O
)	TREANDA.xml:S1:14493:1	O	O
0	TREANDA.xml:S1:14505:1	O	O

Anxiety	TREANDA.xml:S1:14529:7	B-AdverseReaction	B-AdverseReaction
14	TREANDA.xml:S1:14595:2	O	O
(	TREANDA.xml:S1:14598:1	O	O
8	TREANDA.xml:S1:14599:1	O	O
)	TREANDA.xml:S1:14600:1	O	O
1	TREANDA.xml:S1:14613:1	O	O
(	TREANDA.xml:S1:14615:1	O	O
1	TREANDA.xml:S1:14617:1	O	O
)	TREANDA.xml:S1:14618:1	O	O

Depression	TREANDA.xml:S1:14637:10	B-AdverseReaction	B-AdverseReaction
10	TREANDA.xml:S1:14703:2	O	O
(	TREANDA.xml:S1:14706:1	O	O
6	TREANDA.xml:S1:14707:1	O	O
)	TREANDA.xml:S1:14708:1	O	O
0	TREANDA.xml:S1:14721:1	O	O

Respiratory	TREANDA.xml:S1:14741:11	O	O
,	TREANDA.xml:S1:14752:1	O	O
thoracic	TREANDA.xml:S1:14754:8	O	O
and	TREANDA.xml:S1:14763:3	O	O
mediastinal	TREANDA.xml:S1:14767:11	O	O
disorders	TREANDA.xml:S1:14779:9	O	O

Cough	TREANDA.xml:S1:14818:5	B-AdverseReaction	B-AdverseReaction
38	TREANDA.xml:S1:14884:2	O	O
(	TREANDA.xml:S1:14887:1	O	O
22	TREANDA.xml:S1:14888:2	O	O
)	TREANDA.xml:S1:14890:1	O	O
1	TREANDA.xml:S1:14902:1	O	O
(	TREANDA.xml:S1:14904:1	O	O
1	TREANDA.xml:S1:14906:1	O	O
)	TREANDA.xml:S1:14907:1	O	O

Dyspnea	TREANDA.xml:S1:14926:7	B-AdverseReaction	B-AdverseReaction
28	TREANDA.xml:S1:14992:2	O	O
(	TREANDA.xml:S1:14995:1	O	O
16	TREANDA.xml:S1:14996:2	O	O
)	TREANDA.xml:S1:14998:1	O	O
3	TREANDA.xml:S1:15010:1	O	O
(	TREANDA.xml:S1:15012:1	O	O
2	TREANDA.xml:S1:15013:1	O	O
)	TREANDA.xml:S1:15014:1	O	O

Pharyngolaryngeal	TREANDA.xml:S1:15034:17	B-AdverseReaction	B-AdverseReaction
pain	TREANDA.xml:S1:15052:4	I-AdverseReaction	I-AdverseReaction
14	TREANDA.xml:S1:15100:2	O	O
(	TREANDA.xml:S1:15103:1	O	O
8	TREANDA.xml:S1:15104:1	O	O
)	TREANDA.xml:S1:15105:1	O	O
1	TREANDA.xml:S1:15118:1	O	O
(	TREANDA.xml:S1:15120:1	O	O
1	TREANDA.xml:S1:15122:1	O	O
)	TREANDA.xml:S1:15123:1	O	O

Wheezing	TREANDA.xml:S1:15142:8	B-AdverseReaction	B-AdverseReaction
8	TREANDA.xml:S1:15208:1	O	O
(	TREANDA.xml:S1:15210:1	O	O
5	TREANDA.xml:S1:15211:1	O	O
)	TREANDA.xml:S1:15212:1	O	O
0	TREANDA.xml:S1:15226:1	O	O

Nasal	TREANDA.xml:S1:15250:5	B-AdverseReaction	B-AdverseReaction
congestion	TREANDA.xml:S1:15256:10	I-AdverseReaction	I-AdverseReaction
8	TREANDA.xml:S1:15316:1	O	O
(	TREANDA.xml:S1:15318:1	O	O
5	TREANDA.xml:S1:15319:1	O	O
)	TREANDA.xml:S1:15320:1	O	O
0	TREANDA.xml:S1:15334:1	O	O

Skin	TREANDA.xml:S1:15354:4	O	O
and	TREANDA.xml:S1:15359:3	O	O
subcutaneous	TREANDA.xml:S1:15363:12	O	O
tissue	TREANDA.xml:S1:15376:6	O	O
disorders	TREANDA.xml:S1:15383:9	O	O

Rash	TREANDA.xml:S1:15431:4	B-AdverseReaction	B-AdverseReaction
28	TREANDA.xml:S1:15497:2	O	O
(	TREANDA.xml:S1:15500:1	O	O
16	TREANDA.xml:S1:15501:2	O	O
)	TREANDA.xml:S1:15503:1	O	O
1	TREANDA.xml:S1:15515:1	O	O
(	TREANDA.xml:S1:15517:1	O	O
1	TREANDA.xml:S1:15519:1	O	O
)	TREANDA.xml:S1:15520:1	O	O

Pruritus	TREANDA.xml:S1:15539:8	B-AdverseReaction	B-AdverseReaction
11	TREANDA.xml:S1:15605:2	O	O
(	TREANDA.xml:S1:15608:1	O	O
6	TREANDA.xml:S1:15609:1	O	O
)	TREANDA.xml:S1:15610:1	O	O
0	TREANDA.xml:S1:15623:1	O	O

Dry	TREANDA.xml:S1:15647:3	B-AdverseReaction	B-AdverseReaction
skin	TREANDA.xml:S1:15651:4	I-AdverseReaction	I-AdverseReaction
9	TREANDA.xml:S1:15713:1	O	O
(	TREANDA.xml:S1:15715:1	O	O
5	TREANDA.xml:S1:15716:1	O	O
)	TREANDA.xml:S1:15717:1	O	O
0	TREANDA.xml:S1:15731:1	O	O

Night	TREANDA.xml:S1:15755:5	B-AdverseReaction	B-AdverseReaction
sweats	TREANDA.xml:S1:15761:6	I-AdverseReaction	I-AdverseReaction
9	TREANDA.xml:S1:15821:1	O	O
(	TREANDA.xml:S1:15823:1	O	O
5	TREANDA.xml:S1:15824:1	O	O
)	TREANDA.xml:S1:15825:1	O	O
0	TREANDA.xml:S1:15839:1	O	O

Hyperhidrosis	TREANDA.xml:S1:15863:13	B-AdverseReaction	B-AdverseReaction
8	TREANDA.xml:S1:15929:1	O	O
(	TREANDA.xml:S1:15931:1	O	O
5	TREANDA.xml:S1:15932:1	O	O
)	TREANDA.xml:S1:15933:1	O	O
0	TREANDA.xml:S1:15947:1	O	O

Vascular	TREANDA.xml:S1:15967:8	O	O
disorders	TREANDA.xml:S1:15976:9	O	O

Hypotension	TREANDA.xml:S1:16044:11	B-AdverseReaction	B-AdverseReaction
10	TREANDA.xml:S1:16110:2	O	O
(	TREANDA.xml:S1:16113:1	O	O
6	TREANDA.xml:S1:16114:1	O	O
)	TREANDA.xml:S1:16115:1	O	O
2	TREANDA.xml:S1:16128:1	O	O
(	TREANDA.xml:S1:16130:1	O	O
1	TREANDA.xml:S1:16131:1	O	O
)	TREANDA.xml:S1:16132:1	O	O

Patients	TREANDA.xml:S1:16149:8	O	O
may	TREANDA.xml:S1:16158:3	O	O
have	TREANDA.xml:S1:16162:4	O	O
reported	TREANDA.xml:S1:16167:8	O	O
more	TREANDA.xml:S1:16176:4	O	O
than	TREANDA.xml:S1:16181:4	O	O
1	TREANDA.xml:S1:16186:1	O	O
adverse	TREANDA.xml:S1:16188:7	O	O
reaction	TREANDA.xml:S1:16196:8	O	O
.	TREANDA.xml:S1:16204:1	O	O
NOTE	TREANDA.xml:S1:16205:4	O	O
:	TREANDA.xml:S1:16209:1	O	O
Patients	TREANDA.xml:S1:16211:8	O	O
counted	TREANDA.xml:S1:16220:7	O	O
only	TREANDA.xml:S1:16228:4	O	O
once	TREANDA.xml:S1:16233:4	O	O
in	TREANDA.xml:S1:16238:2	O	O
each	TREANDA.xml:S1:16241:4	O	O
preferred	TREANDA.xml:S1:16246:9	O	O
term	TREANDA.xml:S1:16256:4	O	O
category	TREANDA.xml:S1:16261:8	O	O
and	TREANDA.xml:S1:16270:3	O	O
once	TREANDA.xml:S1:16274:4	O	O
in	TREANDA.xml:S1:16279:2	O	O
each	TREANDA.xml:S1:16282:4	O	O
system	TREANDA.xml:S1:16287:6	O	O
organ	TREANDA.xml:S1:16294:5	O	O
class	TREANDA.xml:S1:16300:5	O	O
category	TREANDA.xml:S1:16306:8	O	O
.	TREANDA.xml:S1:16314:1	O	O

Hematologic	TREANDA.xml:S1:16329:11	B-AdverseReaction	B-AdverseReaction
toxicities	TREANDA.xml:S1:16341:10	I-AdverseReaction	I-AdverseReaction
,	TREANDA.xml:S1:16351:1	O	O
based	TREANDA.xml:S1:16353:5	O	O
on	TREANDA.xml:S1:16359:2	O	O
laboratory	TREANDA.xml:S1:16362:10	O	O
values	TREANDA.xml:S1:16373:6	O	O
and	TREANDA.xml:S1:16380:3	O	O
CTC	TREANDA.xml:S1:16384:3	O	O
grade	TREANDA.xml:S1:16388:5	O	O
,	TREANDA.xml:S1:16393:1	O	O
in	TREANDA.xml:S1:16395:2	O	O
NHL	TREANDA.xml:S1:16398:3	O	O
patients	TREANDA.xml:S1:16402:8	O	O
treated	TREANDA.xml:S1:16411:7	O	O
in	TREANDA.xml:S1:16419:2	O	O
both	TREANDA.xml:S1:16422:4	O	O
single	TREANDA.xml:S1:16427:6	O	O
arm	TREANDA.xml:S1:16434:3	O	O
studies	TREANDA.xml:S1:16438:7	O	O
combined	TREANDA.xml:S1:16446:8	O	O
are	TREANDA.xml:S1:16455:3	O	O
described	TREANDA.xml:S1:16459:9	O	O
in	TREANDA.xml:S1:16469:2	O	O
Table	TREANDA.xml:S1:16472:5	O	O
4	TREANDA.xml:S1:16478:1	O	O
.	TREANDA.xml:S1:16479:1	O	O

Clinically	TREANDA.xml:S1:16482:10	O	O
important	TREANDA.xml:S1:16493:9	O	O
chemistry	TREANDA.xml:S1:16503:9	O	O
laboratory	TREANDA.xml:S1:16513:10	O	O
values	TREANDA.xml:S1:16524:6	O	O
that	TREANDA.xml:S1:16531:4	O	O
were	TREANDA.xml:S1:16536:4	O	O
new	TREANDA.xml:S1:16541:3	O	O
or	TREANDA.xml:S1:16545:2	O	O
worsened	TREANDA.xml:S1:16548:8	O	O
from	TREANDA.xml:S1:16557:4	O	O
baseline	TREANDA.xml:S1:16562:8	O	O
and	TREANDA.xml:S1:16571:3	O	O
occurred	TREANDA.xml:S1:16575:8	O	O
in	TREANDA.xml:S1:16584:2	O	O
1%	TREANDA.xml:S1:16588:2	O	O
of	TREANDA.xml:S1:16591:2	O	O
patients	TREANDA.xml:S1:16594:8	O	O
at	TREANDA.xml:S1:16603:2	O	O
Grade	TREANDA.xml:S1:16606:5	O	O
3	TREANDA.xml:S1:16612:1	O	O
or	TREANDA.xml:S1:16614:2	O	O
4	TREANDA.xml:S1:16617:1	O	O
,	TREANDA.xml:S1:16618:1	O	O
in	TREANDA.xml:S1:16621:2	O	O
NHL	TREANDA.xml:S1:16624:3	O	O
patients	TREANDA.xml:S1:16628:8	O	O
treated	TREANDA.xml:S1:16637:7	O	O
in	TREANDA.xml:S1:16645:2	O	O
both	TREANDA.xml:S1:16648:4	O	O
single	TREANDA.xml:S1:16653:6	O	O
arm	TREANDA.xml:S1:16660:3	O	O
studies	TREANDA.xml:S1:16664:7	O	O
combined	TREANDA.xml:S1:16672:8	O	O
were	TREANDA.xml:S1:16681:4	O	O
hyperglycemia	TREANDA.xml:S1:16686:13	B-AdverseReaction	B-AdverseReaction
(	TREANDA.xml:S1:16700:1	O	O
3%	TREANDA.xml:S1:16701:2	O	O
)	TREANDA.xml:S1:16703:1	O	O
,	TREANDA.xml:S1:16704:1	O	O
elevated	TREANDA.xml:S1:16706:8	B-AdverseReaction	B-AdverseReaction
creatinine	TREANDA.xml:S1:16715:10	I-AdverseReaction	I-AdverseReaction
(	TREANDA.xml:S1:16726:1	O	O
2%	TREANDA.xml:S1:16727:2	O	O
)	TREANDA.xml:S1:16729:1	O	O
,	TREANDA.xml:S1:16730:1	O	O
hyponatremia	TREANDA.xml:S1:16732:12	B-AdverseReaction	B-AdverseReaction
(	TREANDA.xml:S1:16745:1	O	O
2%	TREANDA.xml:S1:16746:2	O	O
)	TREANDA.xml:S1:16748:1	O	O
,	TREANDA.xml:S1:16749:1	O	O
and	TREANDA.xml:S1:16751:3	O	O
hypocalcemia	TREANDA.xml:S1:16755:12	B-AdverseReaction	B-AdverseReaction
(	TREANDA.xml:S1:16768:1	O	O
2%	TREANDA.xml:S1:16769:2	O	O
)	TREANDA.xml:S1:16771:1	O	O
.	TREANDA.xml:S1:16772:1	O	O

Table	TREANDA.xml:S1:16778:5	O	O

4	TREANDA.xml:S1:16784:1	O	O
:	TREANDA.xml:S1:16785:1	O	O
Incidence	TREANDA.xml:S1:16788:9	O	O
of	TREANDA.xml:S1:16798:2	O	O
Hematology	TREANDA.xml:S1:16801:10	O	O
Laboratory	TREANDA.xml:S1:16812:10	O	O
Abnormalities	TREANDA.xml:S1:16823:13	O	O
in	TREANDA.xml:S1:16837:2	O	O
Patients	TREANDA.xml:S1:16840:8	O	O
Who	TREANDA.xml:S1:16849:3	O	O
Received	TREANDA.xml:S1:16853:8	O	O
TREANDA	TREANDA.xml:S1:16862:7	O	O
in	TREANDA.xml:S1:16870:2	O	O
the	TREANDA.xml:S1:16873:3	O	O
NHL	TREANDA.xml:S1:16877:3	O	O
Studies	TREANDA.xml:S1:16881:7	O	O

Percent	TREANDA.xml:S1:16917:7	O	O
of	TREANDA.xml:S1:16925:2	O	O
patients	TREANDA.xml:S1:16928:8	O	O

Hematology	TREANDA.xml:S1:16943:10	O	O
variable	TREANDA.xml:S1:16954:8	O	O
All	TREANDA.xml:S1:16968:3	O	O
Grades	TREANDA.xml:S1:16972:6	O	O
Grades	TREANDA.xml:S1:16983:6	O	O
3	TREANDA.xml:S1:16990:1	O	O
4	TREANDA.xml:S1:16992:1	O	O

Lymphocytes	TREANDA.xml:S1:17001:11	B-AdverseReaction	B-AdverseReaction
Decreased	TREANDA.xml:S1:17013:9	I-AdverseReaction	I-AdverseReaction
99	TREANDA.xml:S1:17026:2	O	O
94	TREANDA.xml:S1:17041:2	O	O

Leukocytes	TREANDA.xml:S1:17059:10	B-AdverseReaction	B-AdverseReaction
Decreased	TREANDA.xml:S1:17070:9	I-AdverseReaction	I-AdverseReaction
94	TREANDA.xml:S1:17084:2	O	O
56	TREANDA.xml:S1:17099:2	O	O

Hemoglobin	TREANDA.xml:S1:17117:10	B-AdverseReaction	B-AdverseReaction
Decreased	TREANDA.xml:S1:17128:9	I-AdverseReaction	I-AdverseReaction
88	TREANDA.xml:S1:17142:2	O	O
11	TREANDA.xml:S1:17157:2	O	O

Neutrophils	TREANDA.xml:S1:17175:11	B-AdverseReaction	B-AdverseReaction
Decreased	TREANDA.xml:S1:17187:9	I-AdverseReaction	I-AdverseReaction
86	TREANDA.xml:S1:17200:2	O	O
60	TREANDA.xml:S1:17215:2	O	O

Platelets	TREANDA.xml:S1:17233:9	B-AdverseReaction	B-AdverseReaction
Decreased	TREANDA.xml:S1:17243:9	I-AdverseReaction	I-AdverseReaction
86	TREANDA.xml:S1:17258:2	O	O
25	TREANDA.xml:S1:17273:2	O	O

In	TREANDA.xml:S1:17298:2	O	O
both	TREANDA.xml:S1:17301:4	O	O
studies	TREANDA.xml:S1:17306:7	O	O
,	TREANDA.xml:S1:17313:1	O	O
serious	TREANDA.xml:S1:17315:7	O	O
adverse	TREANDA.xml:S1:17323:7	O	O
reactions	TREANDA.xml:S1:17331:9	O	O
,	TREANDA.xml:S1:17340:1	O	O
regardless	TREANDA.xml:S1:17342:10	O	O
of	TREANDA.xml:S1:17353:2	O	O
causality	TREANDA.xml:S1:17356:9	O	O
,	TREANDA.xml:S1:17365:1	O	O
were	TREANDA.xml:S1:17367:4	O	O
reported	TREANDA.xml:S1:17372:8	O	O
in	TREANDA.xml:S1:17381:2	O	O
37%	TREANDA.xml:S1:17384:3	O	O
of	TREANDA.xml:S1:17388:2	O	O
patients	TREANDA.xml:S1:17391:8	O	O
receiving	TREANDA.xml:S1:17400:9	O	O
TREANDA	TREANDA.xml:S1:17410:7	O	O
.	TREANDA.xml:S1:17417:1	O	O

The	TREANDA.xml:S1:17420:3	O	O
most	TREANDA.xml:S1:17424:4	O	O
common	TREANDA.xml:S1:17429:6	O	O
serious	TREANDA.xml:S1:17436:7	O	O
adverse	TREANDA.xml:S1:17444:7	O	O
reactions	TREANDA.xml:S1:17452:9	O	O
occurring	TREANDA.xml:S1:17462:9	O	O
in	TREANDA.xml:S1:17472:2	O	O
